COURSE,TITLE,REQUISITES,DESCRIPTION
MATH107,Introduction to Math Modeling and Probability,"Prerequisite: Must have math eligibility of MATH107 or higher; and math eligibility is based on Math Placement Exam or successful completion of MATH003 with appropriate eligibility. Restriction: Not open to students majoring in mathematics, engineering, business, life sciences, and the physical sciences; must not have completed STAT100, MATH113, MATH120, MATH135, MATH136 or MATH140 with a C- or better; must not have completed any MATH or STAT course with a prerequisite of MATH120, MATH136, or MATH140. Formerly: MATH110 and MATH111.","A goal is to convey the power of mathematics as shown by a variety of problems which can be modeled and solved by quantitative means. Also included is an introduction to probability. Topics include data analysis, equations, systems of equations, inequalities, elementary linear programming, Venn diagrams, counting, basic probability, permutations, combinations, tree diagrams, standard normal and normal distributions. The mathematics of finance is covered. The course includes problem solving and decision making in economics, management, and social sciences."
MATH110,Elementary Mathematical Models,"Prerequisite: Must have math eligibility of MATH110 or higher; and math eligibility is based on Math Placement Exam or successful completion of MATH003 with appropriate eligibility.  Restriction: Not open to students majoring in mathematics, engineering, business, life sciences, and the physical sciences;; and must not have completed MATH120, MATH130, MATH136, or MATH140; and must not have completed MATH220; and must not have completed any MATH or STAT course with a prerequisite of MATH120, MATH130, MATH136, MATH140 or MATH220.  Credit only granted for: MATH107, MATH110, MATH112, or MATH113.",Topics include simple and compound interest; recursion for computing balances; installment loans and amortization; approximating data by linear models; analysis of applications to real-world collections of data; probability; conditional probability; independence; expected value; graphing and analysis of systems of inequalities; linear programming and applications.
MATH111,Introduction to Probability,"Prerequisite: Must have math eligibility of MATH111 or higher; and math eligibility is based on Math Placement Exam or successful completion of MATH003 with appropriate eligibility. Or MATH110. Restriction: Not open to students majoring in mathematics, engineering or the physical sciences; and must not have completed STAT100; and must not have completed any MATH or STAT course with a prerequisite of MATH141. Credit only granted for: MATH107, MATH111 or STAT100.","Logic, Boolean algebra, counting, probability, random variables, expectation, applications of the normal probability distribution."
MATH112,College Algebra with Applications and Trigonometry,"Prerequisite: Must have math eligibility of MATH112 or higher. Restriction: Must not have completed MATH220 or MATH140; and must not have completed any course with a prerequisite of MATH140 or MATH220. Credit only granted for: Students who have credits for MATH112 may not also receive credits for MATH110, MATH113, or MATH115.","Graphs and applications of elementary functions, including polynomial, rational, exponential and logarithmic functions. Systems of equations. Triangle trigonometry. The course differs from MATH113 only in that it covers a substantial amount of trigonometry in place of material on matrices, linear programming, sequences and series. MATH112 is strongly recommended for students in Architecture, Landscape Architecture, Life Sciences, and those needing PHYS141."
MATH113,College Algebra and Trigonometry,"Prerequisite: Must have math eligibility of MATH113 or higher; and math eligibility is based on the Math Placement Exam or the successful completion of MATH 003 with appropriate eligibility. Restriction: Must not have completed MATH115, MATH120, MATH135, MATH136 or MATH140 with a grade of C- or higher; and must not have completed any course with a prerequisite of MATH120, MATH130, MATH136, or MATH140. Credit only granted for: MATH113 or MATH115.","Topics include elementary functions including graphs and applications of: polynomial, rational, exponential, and logarithmic functions. Systems of equations and applications. Trigonometric functions: angle and radian measure, graphs and applications."
MATH115,Precalculus,Prerequisite: Must have math eligibility of MATH115 or higher; and math eligibility is based on the Math Placement Exam or the successful completion of MATH003 with appropriate eligibility. Or MATH113. Restriction: Must not have completed MATH140 with a grade of C- or better; and must not have completed any MATH or STAT course with a prerequisite of MATH140 or MATH141. Credit only granted for: MATH113 or MATH115.,"Preparation for MATH120, MATH130 or MATH140. Elementary functions and graphs: polynomials, rational functions, exponential and logarithmic functions, trigonometric functions. Algebraic techniques preparatory for calculus."
MATH120,Elementary Calculus I,"Prerequisite: 1 course with a minimum grade of C- from (MATH113, MATH115). Or must have math eligibility of MATH120 or higher; and math eligibility is based on the Math Placement Test. Restriction: Not open to students majoring in mathematics, engineering, the biological sciences, biochemistry, chemistry, or the physical sciences; Must not have completed MATH130, MATH136 or MATH140 with a grade of C- or higher. Formerly: MATH220.","Basic ideas of differential and integral calculus, with emphasis on elementary techniques of differentiation and applications."
MATH121,Elementary Calculus II,"Prerequisite: MATH120, MATH130, MATH136, or MATH140. Restriction: Not open to students majoring in mathematics, engineering, the biological sciences, biochemistry, chemistry, or the physical sciences; Must not have completed MATH141 with a grade of C- or higher. Formerly: MATH221.","Trigonometric functions, techniques of integration, infinite series, differential equations, probability."
MATH130,Calculus I for the Life Sciences,"Prerequisite: Minimum grade of C- in MATH115.  Restriction: Must be in a major in CMNS-Biological Sciences UG Program; and not open to students majoring in mathematics, engineering, or the physical sciences.  Credit only granted for: MATH120, MATH130, MATH220, or MATH140.","Basic ideas of differential integral calculus, with emphasis on elementary techniques and applications to the life sciences."
MATH131,Calculus II for Life Sciences,"Prerequisite: Minimum grade of C- in MATH130; or minimum grade of C- in MATH140.  Restriction: Must be in a major in CMNS-Biological Sciences UG Program.  Credit only granted for: MATH121, MATH131, MATH141, or MATH221.","Continuation of MATH130, including an introduction to autonomous differential equations, probability (including conditional probability and the normal and binomial distributions), and statistical reasoning (including confidence intervals). Alongside the mathematical concepts will be applications in biology."
MATH135,Discrete Mathematics for Life Sciences,"Prerequisite: Minimum grade of C- in MATH113 or MATH115; or must have math eligibility of MATH120 or higher; and math eligibility is based on the Math Placement Test. Restriction: Must be in the Biological Sciences or Neuroscience major; and not open to students majoring in mathematics, engineering, or the physical sciences.","Basic discrete mathematics, with emphasis on relevant models and techniques to the life sciences."
MATH136,Calculus for Life Sciences,Prerequisite: Minimum grade of C- in MATH135. Restriction: Must be in the Biological Sciences or Neuroscience major; Must not have completed MATH140 with a grade of C- or higher.,"Continuation of MATH135, including basic ideas of differential and integral calculus, with emphasis on elementary techniques and applications to the life sciences."
MATH140,Calculus I,Prerequisite: Minimum grade of C- in MATH115.,"Introduction to calculus, including functions, limits, continuity, derivatives and applications of the derivative, sketching of graphs of functions, definite and indefinite integrals, and calculation of area. The course is especially recommended for science, engineering and mathematics majors."
MATH141,Calculus II,Prerequisite: Minimum grade of C- in MATH140.,"Continuation of MATH140, including techniques of integration, improper integrals, applications of integration (such as volumes, work, arc length, moments), inverse functions, exponential and logarithmic functions, sequences and series."
MATH199,Special Topics in Mathematics,Prerequisite: Permission of CMNS-Mathematics department.,"Many games have a mathematical component. We will introduce several games, play them, and investigate the underlying mathematics. Students will work in teams on projects that involve developing strategies for new games."
MATH206,Introduction to Matlab,"Prerequisite: 1 course with a minimum grade of C- from (MATH136, MATH140).","This course is intended to prepare students for subsequent courses requiring computation with MATLAB. Covers basics of MATLAB including simple commands, variables, solving equations, graphing differentiation and integration, matrices and vectors, functions, M-files and fundamentals of programming in the MATLAB environment. When offered in Winter and Summer terms, the course is offered in a format suitable for online distance learning."
MATH212,Elements of Numbers and Operations,Prerequisite: Must have completed one year of college preparatory algebra. Restriction: Must be in one of the following programs (Early Childhood Education; Special Education; Elementary Education).,"Reviews and extends topics of arithmetic and number theory related to the elementary school curriculum, particularly number systems and operations with natural numbers, integers, and rationals."
MATH213,Elements of Geometry and Measurement,Prerequisite: MATH212. Restriction: Must be in one of the following programs (Early Childhood Education; Special Education; Elementary Education).,"Properties of geometric objects in two and three dimensions; parallel lines, curves and polygons; ratio, proportion, similarity; transformational geometry and measurement, constructions, justifications and proofs."
MATH214,Elements of Probability and Statistics,Prerequisite: MATH212. Restriction: Must be in one of the following programs (Early Childhood Education; Special Education; Elementary Education).,Permutations and combinations; probability; collecting and representing data; using statistics to analyze and interpret data.
MATH220,Elementary Calculus I,"Prerequisite: MATH112, MATH113, or MATH115. Or must have math eligibility of MATH220 or higher; and math eligibility is based on the Math Placement Test.  Restriction: Not open to students majoring in mathematics, engineering, the biological sciences, biochemistry, chemistry, or the physical sciences.  Credit only granted for: MATH130, MATH220, or MATH140.","Basic ideas of differential and integral calculus, with emphasis on elementary techniques of differentiation and applications."
MATH221,Elementary Calculus II,"Prerequisite: MATH120, MATH130, or MATH140.  Restriction: Not open to students majoring in mathematics, engineering, the biological sciences, biochemistry, chemistry, or the physical sciences.  Credit only granted for: MATH131, MATH141, or MATH221.","Differential and integral calculus, with emphasis on elementary techniques of integration and applications."
MATH240,Introduction to Linear Algebra,"Prerequisite: 1 course with a minimum grade of C- from (MATH131, MATH141).  Credit only granted for: MATH240, MATH341, or MATH461.","Basic concepts of linear algebra: vector spaces, applications to line and plane geometry, linear equations and matrices, similar matrices, linear transformations, eigenvalues, determinants and quadratic forms."
MATH241,Calculus III,Prerequisite: Minimum grade of C- in MATH141.  Credit only granted for: MATH241 or MATH340.,"Introduction to multivariable calculus, including vectors and vector-valued functions, partial derivatives and applications of partial derivatives (such as tangent planes and Lagrange multipliers), multiple integrals, volume, surface area, and the classical theorems of Green, Stokes and Gauss."
MATH243,Introduction to Linear Algebra and Differential Equations,Prerequisite: Minimum grade of C- in MATH141. Credit only granted for: ENEE290 or MATH243. Additional information: Does not satisfy requirements for the Mathematics major. Does not satisfy prerequisite requirements for courses requiring MATH240 or MATH246.,"The basics of linear algebra and differential equations, with an emphasis on general physical and engineering applications. Aimed at students who need the material for future coursework but do not need as much depth and rigor as provided by MATH240 and MATH246."
MATH246,Differential Equations for Scientists and Engineers,Prerequisite: Minimum grade of C- in MATH141.  Credit only granted for: MATH246 or MATH341.,"An introduction to the basic methods of solving ordinary differential equations. Equations of first and second order, linear differential equations, Laplace transforms, numerical methods and the qualitative theory of differential equations."
MATH274,History of Mathematics,"Prerequisite: MATH120, MATH130, MATH136, or MATH140; or must have completed MATH220.",An overview of aspects in the history of mathematics from its beginning in the concrete problem solving of ancient times through the development of abstraction in the 19th and 20th centuries. The course considers both mathematical ideas and the context in which they developed in various civilizations around the world.
MATH299,Selected Topics in Mathematics,Prerequisite: Permission of CMNS-Mathematics department.,Topics of special interest under the general guidance of the departmental committee on undergraduate studies.
MATH310,Introduction to Mathematical Proof,"Prerequisite: Minimum grade of C- in MATH141; and must have completed or be concurrently enrolled in MATH240, MATH341, or MATH461; and must have completed or be concurrently enrolled in MATH241 or MATH340. Restriction: Must be in a major within the CMNS-Mathematics department; or permission of the CMNS-Mathematics department. Additional information: Math majors may not use this course to satisfy an upper-level requirement.","To develop the students' ability to construct a rigorous proof of a mathematical claim. Students will also be made aware of mathematical results that are of interest to those wishing to analyze a particular mathematical model. Topics will be drawn from logic, set theory, structure of the number line, elementary topology, metric spaces, functions, sequences and continuity."
MATH312,Mathematical Reasoning and Proof for Pre-Service Middle School Teachers,Prerequisite: MATH212 and MATH213.  Restriction: Must be in one of the following programs (Elementary Education; Special Education; Middle School Education).,"Reasoning and proof as addressed in the middle school curriculum. Topics include proportional reasoning, logic and proof, types of numbers, field axioms, Euclidean and non-Euclidean geometry."
MATH314,"Introduction to Probability, Data, Analysis and Statistics for Preservice Middle School Teachers",Prerequisite: MATH214.  Restriction: Must be in one of the following programs (Elementary Education; Special Education; Middle School Education).  Credit only granted for: MATH314 or STAT100.,"Analysis of bivariate data, probability and randomness, law of large numbers, central limit theorem, probabilities for independent and dependent events, counting techniques, random variables and probability distributions, expected values, sampling distributions, and confidence intervals."
MATH315,Algebra for Preservice Middle School Teachers,Prerequisite: MATH212. Restriction: Must be in one of the following programs (Elementary Education; Special Education; Middle School Education). Credit only granted for: MATH113 or MATH315.,"Algebraic concepts and techniques developed in the middle grades, with their larger mathematical context. Equations, inequalities and functions (linear, polynomial, exponential, logarithmic), with multiple representations of relationships. Common misconceptions of beginning algebra students."
MATH340,"Multivariable Calculus, Linear Algebra and Differential Equations I (Honors)",Prerequisite: MATH141 and MATH140; and permission of CMNS-Mathematics department; and permission will be granted only to incoming freshmen. Credit only granted for: MATH241 or MATH340.,"First semester of the MATH340-341 sequence which gives a unified and enriched treatment of multivariable calculus, linear algebra and ordinary differential equations, with supplementary material from subjects such as differential geometry, Fourier series and calculus of variations. Students completing MATH340-341 will have covered the material of MATH240, MATH241, and MATH246, and may not also receive credit for MATH240, MATH241 or MATH246."
MATH341,"Multivariable Calculus, Linear Algebra, Differential Equations II (Honors)","Prerequisite: Minimum grade of C- in MATH340.  Restriction: Open to second semester Freshmen only.  Credit only granted for: MATH240, MATH246, MATH341 or MATH461.",A continuation of MATH340.
MATH400,Vectors and Matrices,"Prerequisite: MATH221.  Restriction: Not open to students in the CMNS or Engineering Colleges.  Credit only granted for: MATH240, MATH341, MATH400, or MATH461.","The essentials of matrix theory needed in the management, social and biological sciences. Main topics: systems of linear equations, linear independence, rank, orthogonal transformations, eigenvalues, the principal axes theorem. Typical applications: linear models in economics and in statistics, Markov chains, age-specific population growth."
MATH401,Applications of Linear Algebra,"Prerequisite: 1 course with a minimum grade of C- from (MATH461, MATH240, MATH341).","Various applications of linear algebra: theory of finite games, linear programming, matrix methods as applied to finite Markov chains, random walk, incidence matrices, graphs and directed graphs, networks and transportation problems."
MATH402,Algebraic Structures,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461).  Restriction: Must not be in any of the following programs (Mathematics (Master's); Mathematics (Doctoral)).  Credit only granted for: MATH402 or MATH403.","For students having only limited experience with rigorous mathematical proofs. Parallels MATH403. Students planning graduate work in mathematics should take MATH403. Groups, rings, integral domains and fields, detailed study of several groups; properties of integers and polynomials. Emphasis is on the origin of the mathematical ideas studied and the logical structure of the subject."
MATH403,Introduction to Abstract Algebra,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH340); and 1 course with a minimum grade of C- from (MATH341, MATH241); and minimum grade of C- in MATH310. Or students who have taken courses with comparable content may contact the department. Credit only granted for: MATH402 or MATH403.","Integers; groups, rings, integral domains, fields."
MATH404,Field Theory,Prerequisite: Minimum grade of C- in MATH403.,"Algebraic and transcendental elements, Galois theory, constructions with straight-edge and compass, solutions of equations of low degrees, insolubility of the quintic equation, Sylow theorems, fundamental theorem of finite Abelian groups."
MATH405,Linear Algebra,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and minimum grade of C- in MATH310.",An abstract treatment of finite dimensional vector spaces. Linear transformations and their invariants.
MATH406,Introduction to Number Theory,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH241, MATH246, MATH340, MATH341, MATH461); or permission of CMNS-Mathematics department.","Integers, divisibility, prime numbers, unique factorization, congruences, quadratic reciprocity, Diophantine equations and arithmetic functions."
MATH410,Advanced Calculus I,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241); and minimum grade of C- in MATH310.","Subjects covered: sequences and series of numbers, continuity and differentiability of real-valued functions of one variable, the Riemann integral, sequences of functions and power series."
MATH411,Advanced Calculus II,Prerequisite: Minimum grade of C- in MATH410; and permission of CMNS-Mathematics department.,"Continuation of MATH410. Topics include:  The topology of sets in Rn, the derivative matrix, the general chain rule, inverse and implicit function theorems with applications, smooth curves and surfaces in R3, Lagrange multipliers.  Additional topics may include:  Metric spaces, the contraction principle, the existence and uniqueness theorem for nonlinear first order differential equations, the Riemann integral of Rn, introduction to integration on curves and surfaces, Green's theorem."
MATH416,Applied Harmonic Analysis: An Introduction to Signal Processing,"Prerequisite: Minimum grade of C- in MATH141; and 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and familiarity with MATLAB is required.","Introduces students to the mathematical concepts arising in signal analysis from the applied harmonic analysis point of view. Topics include applied linear algebra, Fourier series, discrete Fourier transform, Fourier transform, Shannon Sampling Theorem, wavelet bases, multiresolution analysis, and discrete wavelet transform."
MATH420,Mathematical Modeling,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (MATH246, MATH341); and 1 course with a minimum grade of C- from (STAT400, STAT410); and 1 course with a minimum grade C- from (CMSC106, CMSC131). Cross-listed with: AMSC420. Credit only granted for: AMSC420 or MATH420.","The course will develop skills in data-driven mathematical modeling through individual and group projects. Emphasis will be placed on both analytical and computational methods, and on effective oral and written presentation of results."
MATH423,Linear Optimization,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH401, MATH461, or MATH341). Credit only granted for: MATH423 or MATH498T. Formerly: MATH498T.","Mathematical formulation of linear programming, graphical solutions, simplex method, duality, transportation problems, assignment problems, and game theory."
MATH424,Introduction to the Mathematics of Finance,"Prerequisite: Minimum grade of C- in MATH141; and 1 course with a minimum grade of C- from (STAT400, STAT410); and permission of CMNS-Mathematics department.  Recommended: MATH246, MATH240, MATH241, MATH340, or MATH341.  Credit only granted for: BMGT444, MATH424.","Introduction to the mathematical models used in finance and economics with emphasis on pricing derivative instruments. Designed for students in mathematics, computer science, engineering, finance and physics. Financial markets and instruments; elements from basic probability theory; interest rates and present value analysis; normal distribution of stock returns; option pricing; arbitrage pricing theory; the multiperiod binomial model; the Black-Scholes option pricing formula; proof of the Black-Scholes option pricing formula and applications; trading and hedging of options; Delta hedging; utility functions and portfolio theory; elementary stochastic calculus; Ito's Lemma; the Black-Scholes equation and its conversion to the heat equation."
MATH430,Euclidean and Non-Euclidean Geometries,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461).",Hilbert's axioms for Euclidean geometry. Neutral geometry: the consistency of the hyperbolic parallel postulate and the inconsistency of the elliptic parallel postulate with neutral geometry. Models of hyperbolic geometry. Existence and properties of isometries.
MATH431,Geometry for Computer Applications,"Prerequisite: 1 course with a minimum grade of C- from (MATH461, MATH240, MATH341).","Topics from projective geometry and transformation geometry, emphasizing the two-dimensional representation of three-dimensional objects and objects moving about in the  plane and space.  The emphasis will be on formulas and algorithms of immediate use in computer graphics."
MATH432,Introduction to Topology,Prerequisite: Minimum grade of C- in MATH410.,"Metric spaces, topological spaces, connectedness, compactness (including Heine-Borel and Bolzano-Weierstrass theorems), Cantor sets, continuous maps and homeomorphisms, fundamental group (homotopy, covering spaces, the fundamental theorem of algebra, Brouwer fixed point theorem), surfaces (e.g., Euler characteristic, the index of a vector field, hairy sphere theorem), elements of combinatorial topology (graphs and trees, planarity, coloring problems)."
MATH436,Differential Geometry of Curves and Surfaces I,"Prerequisite: 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (MATH461, MATH240, MATH341); and must have completed two 400-level MATH courses with a minimum grade of C- (not including MATH461, and 480's).","Curves in the plane and Euclidean space, moving frames, surfaces in Euclidean space, orientability of surfaces; Gaussian and mean curvatures; surfaces of revolution, ruled surfaces, minimal surfaces, special curves on surfaces, ""Theorema Egregium""; the intrinsic geometry of surfaces."
MATH437,Differential Forms,"Prerequisite: 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461).  Recommended: MATH405, MATH403, MATH436, MATH410, or MATH432.","Introduction to differential forms and their applications, and unites the fundamental theorems of multivariable calculus in a general Stokes Theorem that is valid in great generality. It develops this theory and technique to perform calculations in analysis and geometry. Topics include an introduction to topological spaces, the Gauss-Bonnet Theorem, Gauss's formula for the linking number, and the Cauchy Integral Theorem. Applications include Maxwell's equations of electromagnetism, connections and gauge theory, and symplectic geometry and Hamiltonian dynamics."
MATH445,Elementary Mathematical Logic,Prerequisite: Minimum grade of C- in MATH141.,"Elementary development of propositional and predicate logic, including semantics and deductive systems and with a discussion of completeness, incompleteness and the decision problem."
MATH446,Axiomatic Set Theory,"Prerequisite: 1 course with a minimum grade of C- from (MATH403, MATH410).","Development of a system of axiomatic set theory, choice principles, induction principles, ordinal arithmetic including discussion of cancellation laws, divisibility, canonical expansions, cardinal arithmetic including connections with the axiom of choice, Hartog's theorem, Konig's theorem, properties of regular, singular and inaccessible cardinals."
MATH452,Introduction to Dynamics and Chaos,Prerequisite: MATH341; or MATH246 and one of (MATH240 or MATH461). Cross-listed with: AMSC452. Credit only granted for: AMSC452 or MATH452.,"An introduction to mathematical dynamics and chaos. Orbits, bifurcations, Cantor sets and horseshoes, symbolic dynamics, fractal dimension, notions of stability, flows and chaos. Includes motivation and historical perspectives, as well as examples of fundamental maps studied in dynamics and applications of dynamics."
MATH456,Cryptography,"Prerequisite: (CMSC106, CMSC131, or ENEE150; or equivalent programming experience); and (2 courses from (CMSC330, CMSC351, ENEE324, or ENEE380); or any one of these courses and a 400-level MATH course, or two 400-level MATH courses); and Permission of CMNS-Mathematics department or permission of instructor. Cross-listed with: CMSC456, ENEE456. Credit only granted for: MATH456, CMSC456 or ENEE456.","The theory, application, and implementation of mathematical techniques used to secure modern communications. Topics include symmetric and public-key encryption, message integrity, hash functions, block-cipher design and analysis, number theory, and digital signatures."
MATH461,Linear Algebra for Scientists and Engineers,"Prerequisite: Minimum grade of C- in MATH141; and must have completed a MATH or STAT course with a prerequisite of MATH141. Credit only granted for: MATH240, MATH341, or MATH461. Additional information: This course may not be used towards the upper level math requirements for MATH/STAT majors.","Basic concepts of linear algebra. This course is similar to MATH240, but with more extensive coverage of the topics needed in applied linear algebra: change of basis, complex eigenvalues, diagonalization, the Jordan canonical form."
MATH462,Partial Differential Equations,"Prerequisite: 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (MATH246, MATH341).","Linear spaces and operators, orthogonality, Sturm-Liouville problems and eigenfunction expansions for ordinary differential equations. Introduction to partial differential equations, including the heat equation, wave equation and Laplace's equation. Boundary value problems, initial value problems and initial-boundary value problems."
MATH463,Complex Variables,"Prerequisite: 1 course with a minimum grade of C- from (MATH241, MATH340).","The algebra of complex numbers, analytic functions, mapping properties of the elementary functions. Cauchy integral formula. Theory of residues and application to evaluation of integrals. Conformal mapping."
MATH464,Transform Methods,"Prerequisite: 1 course with a minimum grade of C- from (MATH246, MATH341).","Fourier transform, Fourier series, discrete fast Fourier transform (DFT and FFT). Laplace transform. Poisson summations, and sampling. Optional Topics: Distributions and operational calculus, PDEs, Wavelet transform, Radon transform and applications such as Imaging, Speech Processing, PDEs of Mathematical Physics, Communications, Inverse Problems."
MATH470,Mathematics for Secondary Education,"Prerequisite: MATH141 and MATH140; and must have completed one 400-level MATH course (not to include MATH461, 478, and 480's). Restriction: Must be in the Secondary Math Education major.","An advanced perspective on some of the core mathematics underlying high school mathematics courses. Topics include number systems, functions of one variable, equations, inequalities, trigonometric functions, curve fitting, and polynomials. The course includes an analysis of alternate approaches to mathematical ideas and problems, and makes connections between ideas that may have been studied separately in different high school and college courses."
MATH475,Combinatorics and Graph Theory,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461); and 1 course with a minimum grade of C- from (MATH241, MATH340); and permission of CMNS-Mathematics department. Cross-listed with CMSC475.  Credit only granted for: MATH475 or CMSC475.","General enumeration methods, difference equations, generating functions. Elements of graph theory, matrix representations of graphs, applications of graph theory to transport networks, matching theory and graphical algorithms."
MATH480,Algebra for Middle School Teachers,Prerequisite: MATH214.  Restriction: Must be a middle school teacher; and permission of CMNS-Mathematics department.  Credit only granted for: MATH480 or MATH483.  Additional information: Not applicable to MATH/STAT major or minor requirements.,Prepares teachers with elementary certification to teach Algebra 1 in middle school. Focuses on basic algebra concepts and related theoretical ideas.
MATH481,Statistics and Data Analysis for Middle School Teachers,Prerequisite: MATH214.  Restriction: Must be a middle school teacher; and permission of CMNS-Mathematics department.  Credit only granted for: MATH481 or MATH485.  Additional information: Not applicable to MATH/STAT major or minor requirements.,"Prepares teachers with elementary certification to teach simple data analysis and probability in middle school. Focuses on understanding basic statistics, data analysis, and related theoretical ideas."
MATH484,Geometry for High School Teachers,"Prerequisite: MATH141; or students who have taken courses with comparable content may contact the department.  Restriction: Senior standing.  Credit only granted for: MATH482, MATH484, or MATH498E. Formerly: MATH498E.","Focuses on concepts related to geometry, including several geometry axiom schemes, transformations, and similarity. Includes constructions with Geometer's Sketchpad."
MATH487,Number for Middle Grades Teachers,Prerequisite: Must have admission to M.A. or M.Ed. with concentration in Mathematics Education; or permission of CMNS-Mathematics department.  Restriction: This course may not be used towards the upper level math requirements for the MATH/STAT major.  Credit only granted for: MATH487 or MATH498K.  Formerly: MATH498K.,"The rational number and proportional reasoning concepts developed in the middle grades and the larger mathematical context for these. Multiple representations of relationships, including verbal descriptions, diagrams, tables, graphs, and equations. Common misconceptions."
MATH489,Research Interactions in Mathematics,Prerequisite: Permission of CMNS-Mathematics department.  Repeatable to 10 credits if content differs.,"Students participate in a vertically integrated (undergraduate, graduate and/or postdoctoral, faculty) mathematics research group. Format varies. Students and supervising faculty will agree to a contract which must be approved by the department. Up to three credits of MATH489 may be applied to the mathematics degree requirements. See the department's MATH489 online syllabus for further information."
MATH498,Selected Topics in Mathematics,Repeatable to 9 credits if content differs.,Topics of special interest to advanced undergraduate students will be offered occasionally under the general guidance of the departmental committee on undergraduate studies.
